portfolio,scenario,hour,highs_load_shed_mw,gurobi_load_shed_mw,abs_diff_mw,thermal_avail_mw,vre_output_mw,load_mw,highs_storage_discharge_mw,highs_storage_charge_mw,highs_soc_mwh,gurobi_storage_discharge_mw,gurobi_storage_charge_mw,gurobi_soc_mwh,window_start,window_end,inside_window,dispute_type
VRE120_wind_hvy,2,4984,0.0,484.80247046537437,484.80247046537437,7501.0,965.3000000000001,9035.9972088,569.6972087999993,0.0,3276.3174403109624,84.89473833462496,0.0,3842.513088499525,4098,6235,true,Gurobi_only
VRE120_wind_hvy,2,4986,263.6239256653753,0.0,263.6239256653753,7501.0,311.5,8769.700906799999,693.5769811346238,0.0,1629.581420455956,957.2009067999988,0.0,1917.8930517053504,4098,6235,true,HiGHS_only
VRE120_wind_hvy,2,4989,273.51642919999904,0.0,273.51642919999904,7501.0,242.10000000000002,8016.616429199999,0.0,0.0,0.0,273.51642919999904,0.0,0.0,4098,6235,true,HiGHS_only
VRE120_wind_hvy,4,4984,0.0,75.91048846537677,75.91048846537677,7644.0,965.3000000000001,9035.9972088,426.6972087999993,0.0,3482.221649651853,350.78672033462254,0.0,3562.2383302673634,4098,6258,true,Gurobi_only
VRE120_wind_hvy,4,4989,485.51642919999904,0.0,485.51642919999904,7289.0,242.10000000000002,8016.616429199999,0.0,0.0,0.0,485.51642919999904,0.0,0.0,4098,6258,true,HiGHS_only
VRE120_wind_hvy,5,4961,0.0,126.573566065379,126.573566065379,7246.0,1157.1000000000004,8763.4158888,360.3158887999998,0.0,3552.1937047480155,233.7423227346208,0.0,3685.6139581934804,4169,6257,true,Gurobi_only
VRE120_wind_hvy,5,4962,126.57356606537905,0.0,126.57356606537905,7091.0,466.49999999999994,8492.8597104,808.7861443346211,0.0,2699.6582527203186,935.3597104,0.0,2699.6582527203186,4169,6257,true,HiGHS_only
VRE120_wind_hvy,5,4983,0.0,42.55116406537758,42.55116406537758,7246.0,1314.0,8867.3378844,307.3378843999999,0.0,3608.0374246794895,264.7867203346223,0.0,3652.890289858857,4169,6257,true,Gurobi_only
VRE120_wind_hvy,5,4984,0.0,824.6972087999993,824.6972087999993,7246.0,965.3000000000001,9035.9972088,824.6972087999993,0.0,2738.7302380823376,0.0,0.0,3652.890289858857,4169,6257,true,Gurobi_only
VRE120_wind_hvy,5,4989,528.516429199999,0.0,528.516429199999,7246.0,242.10000000000002,8016.616429199999,0.0,0.0,0.0,528.516429199999,0.0,0.0,4169,6257,true,HiGHS_only
VRE120_wind_hvy,5,5056,0.0,157.8013952653798,157.8013952653798,6916.0,1782.0000000000002,8987.9883324,289.9883324000002,0.0,3626.3254582473323,132.18693713462042,0.0,3792.662733911036,4169,6257,true,Gurobi_only
VRE120_wind_hvy,5,5057,157.80139526538005,0.0,157.80139526538005,6916.0,1244.0,8833.162348799999,515.3609535346187,0.0,3083.0873148187993,673.1623487999987,0.0,3083.0873148187993,4169,6257,true,HiGHS_only
VRE120_wind_hvy,6,5390,0.0,426.5305208000009,426.5305208000009,6970.0,1746.8999999999999,9143.4305208,426.5305208000009,0.0,3482.397354231391,0.0,0.0,3932.0,4074,6235,true,Gurobi_only
VRE120_wind_hvy,6,5394,0.0,124.92537406538008,124.92537406538008,7025.0,931.3000000000002,8384.8064328,428.50643279999986,0.0,209.0319165600416,303.5810587346198,0.0,503.478526692232,4074,6235,true,Gurobi_only
VRE120_wind_hvy,6,5395,279.3365812000002,0.0,279.3365812000002,7025.0,835.5,8139.8365812,0.0,0.0,209.0319165600416,279.3365812000002,0.0,209.0319165600416,4074,6235,true,HiGHS_only
VRE120_wind_hvy,6,5413,0.0,256.4706692653753,256.4706692653753,7081.0,1676.8999999999996,9032.063579999998,274.16357999999855,0.0,3643.006211911406,17.692910734623243,0.0,3913.350034546849,4074,6235,true,Gurobi_only
VRE120_wind_hvy,11,4984,0.0,624.6972087999993,624.6972087999993,7446.0,965.3000000000001,9035.9972088,624.6972087999993,0.0,3273.5113240807405,0.0,0.0,3932.0,4073,6235,true,Gurobi_only
VRE120_wind_hvy,11,4988,770.9195783999985,0.0,770.9195783999985,7446.0,172.20000000000002,8389.1195784,0.0,0.0,346.2867216858147,770.9195783999985,0.0,346.2867216858147,4073,6235,true,HiGHS_only
