model,case,scenario_id,lolh,eue_mwh,max_shortfall_mw,n_shortage_events,mean_shortage_duration_h,runtime_s
M2,VRE120_wind_hvy,13,0.0,0.0,0.0,0.0,0.0,0.40000009536743164
M2,VRE120_wind_hvy,14,0.0,0.0,0.0,0.0,0.0,0.40199995040893555
M2,VRE120_wind_hvy,15,9.0,4264.143930530749,1373.6539771999996,3.0,3.0,0.564000129699707
M2,VRE120_wind_hvy,16,0.0,0.0,0.0,0.0,0.0,0.37800002098083496
M2,VRE120_wind_hvy,17,0.0,0.0,0.0,0.0,0.0,0.37800002098083496
M2,VRE120_wind_hvy,18,2.0,806.632002465376,647.3221340653763,2.0,1.0,0.34999990463256836
M2,VRE120_wind_hvy,19,0.0,0.0,0.0,0.0,0.0,0.34800004959106445
M2,VRE120_wind_hvy,20,0.0,0.0,0.0,0.0,0.0,0.36999988555908203
M3,VRE120_wind_hvy,1,2.0,514.1403548653742,265.62392566537517,1.0,2.0,8.758999824523926
M3,VRE120_wind_hvy,2,2.0,537.1403548653741,273.51642919999904,1.0,2.0,7.874000072479248
M3,VRE120_wind_hvy,3,0.0,0.0,0.0,0.0,0.0,8.948999881744385
M3,VRE120_wind_hvy,4,7.0,1722.0067020653742,573.3940592653779,2.0,3.5,8.82800006866455
M3,VRE120_wind_hvy,5,11.0,2792.6310109961328,970.9195783999985,5.0,2.2,9.296000003814697
M3,VRE120_wind_hvy,6,9.0,1513.240479730754,339.3098683999997,2.0,4.5,9.454999923706055
M3,VRE120_wind_hvy,7,0.0,0.0,0.0,0.0,0.0,9.263000011444092
M3,VRE120_wind_hvy,8,0.0,0.0,0.0,0.0,0.0,8.375999927520752
M3,VRE120_wind_hvy,9,0.0,0.0,0.0,0.0,0.0,8.925999879837036
M3,VRE120_wind_hvy,10,0.0,0.0,0.0,0.0,0.0,8.22000002861023
M3,VRE120_wind_hvy,11,3.0,814.802470465374,457.0851344653761,2.0,1.5,8.07200002670288
M3,VRE120_wind_hvy,12,0.0,0.0,0.0,0.0,0.0,9.167999982833862
M3,VRE120_wind_hvy,13,0.0,0.0,0.0,0.0,0.0,9.320000171661377
M3,VRE120_wind_hvy,14,0.0,0.0,0.0,0.0,0.0,8.847999811172485
M3,VRE120_wind_hvy,15,8.0,4264.143930530749,1232.9195783999985,2.0,4.0,8.395999908447266
M3,VRE120_wind_hvy,16,0.0,0.0,0.0,0.0,0.0,8.79200005531311
M3,VRE120_wind_hvy,17,0.0,0.0,0.0,0.0,0.0,8.266000032424927
M3,VRE120_wind_hvy,18,3.0,806.632002465376,397.8249452653763,2.0,1.5,8.753999948501587
M3,VRE120_wind_hvy,19,0.0,0.0,0.0,0.0,0.0,9.042999982833862
M3,VRE120_wind_hvy,20,0.0,0.0,0.0,0.0,0.0,8.664999961853027
HOPE-ED,VRE120_wind_hvy,1,3.0,514.1403548653747,248.51642919999904,3.0,1.0,117.35
HOPE-ED,VRE120_wind_hvy,2,2.0,537.1403548653743,484.8024704653744,1.0,2.0,118.39
HOPE-ED,VRE120_wind_hvy,3,0.0,0.0,0.0,0.0,0.0,118.19
HOPE-ED,VRE120_wind_hvy,4,5.0,1722.0067020653748,1080.6539771999996,2.0,2.5,117.27
HOPE-ED,VRE120_wind_hvy,5,9.0,2792.631010996133,1123.6539771999996,6.0,1.5,116.37
HOPE-ED,VRE120_wind_hvy,6,6.0,1513.2404797307533,437.8723964653807,3.0,2.0,125.87299990653992
HOPE-ED,VRE120_wind_hvy,7,0.0,0.0,0.0,0.0,0.0,119.70499992370605
HOPE-ED,VRE120_wind_hvy,8,0.0,0.0,0.0,0.0,0.0,118.9520001411438
HOPE-ED,VRE120_wind_hvy,9,0.0,0.0,0.0,0.0,0.0,120.20299983024597
HOPE-ED,VRE120_wind_hvy,10,0.0,0.0,0.0,0.0,0.0,118.78399991989136
HOPE-ED,VRE120_wind_hvy,11,2.0,814.8024704653753,486.2860412653763,2.0,1.0,113.08200001716614
HOPE-ED,VRE120_wind_hvy,12,0.0,0.0,0.0,0.0,0.0,119.4190001487732
HOPE-ED,VRE120_wind_hvy,13,0.0,0.0,0.0,0.0,0.0,120.07599997520447
HOPE-ED,VRE120_wind_hvy,14,0.0,0.0,0.0,0.0,0.0,118.99399995803833
HOPE-ED,VRE120_wind_hvy,15,8.0,4264.1439305307495,1462.2009067999988,4.0,2.0,119.11500000953674
HOPE-ED,VRE120_wind_hvy,16,0.0,0.0,0.0,0.0,0.0,119.84599995613098
HOPE-ED,VRE120_wind_hvy,17,0.0,0.0,0.0,0.0,0.0,118.86199998855591
HOPE-ED,VRE120_wind_hvy,18,4.0,806.632002465374,280.45135519999803,4.0,1.0,119.45499992370605
HOPE-ED,VRE120_wind_hvy,19,0.0,0.0,0.0,0.0,0.0,120.36100006103516
HOPE-ED,VRE120_wind_hvy,20,0.0,0.0,0.0,0.0,0.0,117.79900002479553
HOPE-UC,VRE120_wind_hvy,1,2.0,514.1403548653761,410.8024704653762,1.0,2.0,535.8
HOPE-UC,VRE120_wind_hvy,2,2.0,537.1403548653759,484.8024704653761,1.0,2.0,555.28
HOPE-UC,VRE120_wind_hvy,3,0.0,0.0,0.0,0.0,0.0,547.0
HOPE-UC,VRE120_wind_hvy,4,6.0,1722.0067020653746,818.4141864653772,2.0,3.0,529.79
HOPE-UC,VRE120_wind_hvy,5,11.0,2792.631010996133,947.4141864653775,6.0,1.8333333333333333,544.34
HOPE-UC,VRE120_wind_hvy,6,10.0,1516.4182689307531,353.1508068653808,5.0,2.0,3396.3179998397827
HOPE-UC,VRE120_wind_hvy,7,1.0,0.06780320000498821,0.06780320000498821,1.0,1.0,2728.8430001735687
HOPE-UC,VRE120_wind_hvy,8,0.0,0.0,0.0,0.0,0.0,4118.3550000190735
HOPE-UC,VRE120_wind_hvy,9,0.0,0.0,0.0,0.0,0.0,3545.837000131607
HOPE-UC,VRE120_wind_hvy,10,0.0,0.0,0.0,0.0,0.0,3157.6009998321533
HOPE-UC,VRE120_wind_hvy,11,3.0,860.1403548653739,785.6015636653751,2.0,1.5,2105.3990001678467
HOPE-UC,VRE120_wind_hvy,12,0.0,0.0,0.0,0.0,0.0,3505.3639998435974
HOPE-UC,VRE120_wind_hvy,13,4.0,0.5764741307532404,0.4821783999982472,4.0,1.0,3645.8120000362396
HOPE-UC,VRE120_wind_hvy,14,0.0,0.0,0.0,0.0,0.0,4317.223000049591
HOPE-UC,VRE120_wind_hvy,15,9.0,4456.143930530749,1462.2009067999988,4.0,2.25,3828.545000076294
HOPE-UC,VRE120_wind_hvy,16,1.0,0.0678031999996161,0.0678031999996161,1.0,1.0,4023.013000011444
HOPE-UC,VRE120_wind_hvy,17,0.0,0.0,0.0,0.0,0.0,4011.4990000724792
HOPE-UC,VRE120_wind_hvy,18,3.0,806.6320024658925,397.8249452658928,3.0,1.0,3742.420000076294
HOPE-UC,VRE120_wind_hvy,19,0.0,0.0,0.0,0.0,0.0,3501.5599999427795
HOPE-UC,VRE120_wind_hvy,20,1.0,0.06780319999961472,0.06780319999961472,1.0,1.0,4058.944000005722
