scenario_id,event_start_hour,event_end_hour,event_duration_h,pre_storage_eue_mwh,event_peak_shortfall_mw,storage_power_mw,storage_energy_mwh,usable_initial_soc_mwh,feasible_charge_before_event_mwh,feasible_discharge_energy_mwh,feasible_discharge_power_limited_mwh,storage_coverage_bound_mwh,residual_eue_bound_mwh,case
2,5391,5396,6,2349.8223267999983,599.7642731999986,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2349.8223267999983,2349.8223267999983,0.0,VRE120_base
2,5414,5419,6,2992.0441651999945,832.3098683999997,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2992.0441651999945,2992.0441651999945,0.0,VRE120_base
2,5439,5444,6,2912.229961199998,735.362930799999,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2912.229961199998,2912.229961199998,0.0,VRE120_base
2,5490,5492,3,180.8429131999992,76.67530439999882,983.0,3932.0,1966.0,3932.0,3730.2227279346203,180.8429131999992,180.8429131999992,0.0,VRE120_base
2,5727,5731,5,584.5867788000014,203.72526800000014,983.0,3932.0,1966.0,3932.0,3730.2227279346203,584.5867788000014,584.5867788000014,0.0,VRE120_base
2,5849,5850,2,219.15919679999934,123.41517879999992,983.0,3932.0,1966.0,3932.0,3730.2227279346203,219.15919679999934,219.15919679999934,0.0,VRE120_base
2,5921,5924,4,847.7830140000015,364.10277600000063,983.0,3932.0,1966.0,3932.0,3730.2227279346203,847.7830140000015,847.7830140000015,0.0,VRE120_base
2,5946,5947,2,407.6063103999977,289.6838927999979,983.0,3932.0,1966.0,3932.0,3730.2227279346203,407.6063103999977,407.6063103999977,0.0,VRE120_base
2,6016,6020,5,1381.4590219999955,550.0921435999999,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1381.4590219999955,1381.4590219999955,0.0,VRE120_base
2,6040,6044,5,2200.4561644000005,685.5362400000004,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2200.4561644000005,2200.4561644000005,0.0,VRE120_base
3,4410,4412,3,522.6067691999997,284.70026400000006,983.0,3932.0,1966.0,3932.0,3730.2227279346203,522.6067691999997,522.6067691999997,0.0,VRE120_base
3,4746,4748,3,406.24266239999906,233.99171120000028,983.0,3932.0,1966.0,3932.0,3730.2227279346203,406.24266239999906,406.24266239999906,0.0,VRE120_base
3,4769,4771,3,937.0919259999973,533.0228283999986,983.0,3932.0,1966.0,3932.0,3730.2227279346203,937.0919259999973,937.0919259999973,0.0,VRE120_base
3,4794,4795,2,126.0908472000001,80.37650160000067,983.0,3932.0,1966.0,3932.0,3730.2227279346203,126.0908472000001,126.0908472000001,0.0,VRE120_base
3,4818,4820,3,1005.5656643999992,408.14454599999954,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1005.5656643999992,1005.5656643999992,0.0,VRE120_base
3,4865,4867,3,315.44278199999826,226.06780319999962,983.0,3932.0,1966.0,3932.0,3730.2227279346203,315.44278199999826,315.44278199999826,0.0,VRE120_base
3,4935,4940,6,2229.093506799997,605.9972675999998,983.0,3932.0,1966.0,3932.0,3730.2227279346203,2229.093506799997,2229.093506799997,0.0,VRE120_base
3,4962,4964,3,697.8261783999997,318.277386400001,983.0,3932.0,1966.0,3932.0,3730.2227279346203,697.8261783999997,697.8261783999997,0.0,VRE120_base
3,4984,4989,6,4154.825198399996,947.4009067999987,983.0,3932.0,1966.0,3932.0,3730.2227279346203,4154.825198399996,3730.2227279346203,424.602470465376,VRE120_base
3,5006,5012,7,3430.7727032000003,646.0900187999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,3430.7727032000003,3430.7727032000003,0.0,VRE120_base
3,5031,5031,1,224.8556668000001,224.8556668000001,983.0,3932.0,1966.0,3932.0,3730.2227279346203,224.8556668000001,224.8556668000001,0.0,VRE120_base
3,5033,5036,4,780.6781507999995,340.3956824000006,983.0,3932.0,1966.0,3932.0,3730.2227279346203,780.6781507999995,780.6781507999995,0.0,VRE120_base
3,5055,5061,7,4255.705093199999,929.3393583999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,4255.705093199999,3730.2227279346203,525.482365265379,VRE120_base
3,5078,5085,8,5299.175495599994,1076.7977315999997,983.0,3932.0,1966.0,3932.0,3730.2227279346203,5205.377763999994,3730.2227279346203,1568.9527676653738,VRE120_base
3,5105,5105,1,88.17724919999819,88.17724919999819,983.0,3932.0,1966.0,3932.0,3730.2227279346203,88.17724919999819,88.17724919999819,0.0,VRE120_base
3,5108,5108,1,19.79732839999997,19.79732839999997,983.0,3932.0,1966.0,3932.0,3730.2227279346203,19.79732839999997,19.79732839999997,0.0,VRE120_base
3,5130,5132,3,637.7378940000008,258.28613120000045,983.0,3932.0,1966.0,3932.0,3730.2227279346203,637.7378940000008,637.7378940000008,0.0,VRE120_base
3,5225,5227,3,357.77324959999714,230.63549239999975,983.0,3932.0,1966.0,3932.0,3730.2227279346203,357.77324959999714,357.77324959999714,0.0,VRE120_base
3,5322,5322,1,18.642531999999846,18.642531999999846,983.0,3932.0,1966.0,3932.0,3730.2227279346203,18.642531999999846,18.642531999999846,0.0,VRE120_base
3,5346,5348,3,550.6054035999996,297.1548264000003,983.0,3932.0,1966.0,3932.0,3730.2227279346203,550.6054035999996,550.6054035999996,0.0,VRE120_base
3,5391,5393,3,229.87422479999805,164.76427319999857,983.0,3932.0,1966.0,3932.0,3730.2227279346203,229.87422479999805,229.87422479999805,0.0,VRE120_base
3,5415,5417,3,1036.7389591999981,377.3098683999997,983.0,3932.0,1966.0,3932.0,3730.2227279346203,1036.7389591999981,1036.7389591999981,0.0,VRE120_base
3,5442,5442,1,35.36293079999996,35.36293079999996,983.0,3932.0,1966.0,3932.0,3730.2227279346203,35.36293079999996,35.36293079999996,0.0,VRE120_base
