model,case,scenario_id,eue_mwh,lolh_h
M2,VRE120_wind_hvy_pwr0p5x,15,9449.259802898057,21
M2,VRE120_wind_hvy_pwr0p5x,16,727.3609431999957,6
M2,VRE120_wind_hvy_pwr0p5x,17,63.137146799998845,2
M2,VRE120_wind_hvy_pwr0p5x,18,4329.1693376980575,15
M2,VRE120_wind_hvy_pwr0p5x,19,1070.471546832684,6
M2,VRE120_wind_hvy_pwr0p5x,20,1031.1145208653707,11
M3,VRE120_wind_hvy_pwr0p5x,1,4340.163467665371,12
M3,VRE120_wind_hvy_pwr0p5x,2,3326.848178032679,14
M3,VRE120_wind_hvy_pwr0p5x,3,4223.121034530748,18
M3,VRE120_wind_hvy_pwr0p5x,4,5831.411451025367,17
M3,VRE120_wind_hvy_pwr0p5x,5,10645.331085396123,27
M3,VRE120_wind_hvy_pwr0p5x,6,7802.348170963438,20
M3,VRE120_wind_hvy_pwr0p5x,7,3170.962061265369,14
M3,VRE120_wind_hvy_pwr0p5x,8,1295.2680980653695,9
M3,VRE120_wind_hvy_pwr0p5x,9,339.38070479999897,3
M3,VRE120_wind_hvy_pwr0p5x,10,477.4423223999993,3
M3,VRE120_wind_hvy_pwr0p5x,11,4496.641224898057,17
M3,VRE120_wind_hvy_pwr0p5x,12,125.47395159999814,3
M3,VRE120_wind_hvy_pwr0p5x,13,1001.5348279999998,5
M3,VRE120_wind_hvy_pwr0p5x,14,157.4849540326871,2
M3,VRE120_wind_hvy_pwr0p5x,15,9449.259802898057,22
M3,VRE120_wind_hvy_pwr0p5x,16,727.3609431999957,6
M3,VRE120_wind_hvy_pwr0p5x,17,63.137146799998845,2
M3,VRE120_wind_hvy_pwr0p5x,18,4329.1693376980575,14
M3,VRE120_wind_hvy_pwr0p5x,19,1070.471546832683,7
M3,VRE120_wind_hvy_pwr0p5x,20,1031.1145208653713,11
M1c,VRE120_wind_hvy_pwr1p0x,1,514.140354865377,2
M1c,VRE120_wind_hvy_pwr1p0x,2,537.140354865377,2
M1c,VRE120_wind_hvy_pwr1p0x,3,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,4,1722.006702065376,7
M1c,VRE120_wind_hvy_pwr1p0x,5,2792.631010996136,11
M1c,VRE120_wind_hvy_pwr1p0x,6,1513.2404797307554,9
M1c,VRE120_wind_hvy_pwr1p0x,7,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,8,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,9,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,10,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,11,814.8024704653772,3
M1c,VRE120_wind_hvy_pwr1p0x,12,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,13,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,14,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,15,4264.14393053075,8
M1c,VRE120_wind_hvy_pwr1p0x,16,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,17,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,18,806.6320024653751,3
M1c,VRE120_wind_hvy_pwr1p0x,19,0.0,0
M1c,VRE120_wind_hvy_pwr1p0x,20,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,1,514.1403548653743,1
M2,VRE120_wind_hvy_pwr1p0x,2,537.1403548653743,2
M2,VRE120_wind_hvy_pwr1p0x,3,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,4,1722.0067020653742,6
M2,VRE120_wind_hvy_pwr1p0x,5,2792.631010996133,10
M2,VRE120_wind_hvy_pwr1p0x,6,1513.2404797307545,6
M2,VRE120_wind_hvy_pwr1p0x,7,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,8,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,9,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,10,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,11,814.8024704653744,3
M2,VRE120_wind_hvy_pwr1p0x,12,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,13,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,14,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,15,4264.143930530749,9
M2,VRE120_wind_hvy_pwr1p0x,16,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,17,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,18,806.632002465376,2
M2,VRE120_wind_hvy_pwr1p0x,19,0.0,0
M2,VRE120_wind_hvy_pwr1p0x,20,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,1,514.1403548653742,2
M3,VRE120_wind_hvy_pwr1p0x,2,537.1403548653741,2
M3,VRE120_wind_hvy_pwr1p0x,3,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,4,1722.0067020653742,7
M3,VRE120_wind_hvy_pwr1p0x,5,2792.6310109961328,11
M3,VRE120_wind_hvy_pwr1p0x,6,1513.240479730754,9
M3,VRE120_wind_hvy_pwr1p0x,7,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,8,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,9,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,10,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,11,814.802470465374,3
M3,VRE120_wind_hvy_pwr1p0x,12,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,13,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,14,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,15,4264.143930530749,8
M3,VRE120_wind_hvy_pwr1p0x,16,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,17,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,18,806.632002465376,3
M3,VRE120_wind_hvy_pwr1p0x,19,0.0,0
M3,VRE120_wind_hvy_pwr1p0x,20,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,1,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,2,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,3,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,4,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,5,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,6,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,7,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,8,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,9,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,10,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,11,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,12,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,13,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,14,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,15,10.917626930754523,1
M1c,VRE120_wind_hvy_pwr2p0x,16,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,17,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,18,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,19,0.0,0
M1c,VRE120_wind_hvy_pwr2p0x,20,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,1,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,2,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,3,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,4,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,5,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,6,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,7,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,8,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,9,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,10,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,11,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,12,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,13,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,14,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,15,10.917626930753613,1
M2,VRE120_wind_hvy_pwr2p0x,16,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,17,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,18,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,19,0.0,0
M2,VRE120_wind_hvy_pwr2p0x,20,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,1,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,2,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,3,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,4,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,5,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,6,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,7,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,8,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,9,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,10,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,11,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,12,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,13,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,14,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,15,10.917626930753954,1
M3,VRE120_wind_hvy_pwr2p0x,16,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,17,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,18,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,19,0.0,0
M3,VRE120_wind_hvy_pwr2p0x,20,0.0,0
